episode,p1_wins,p2_wins,draws,avg_game_length,epsilon,loss,q_value_mean,rolling_p1_wr,rolling_p2_wr,rolling_draw_wr,rolling_game_length,rolling_loss
172,0,1,0,73,0.598235348870935,0.0,0.03775413842363791,44.0,56.00000000000001,0.0,30.68,0.004406909216195345
173,1,0,0,18,0.5964406428243222,0.0,0.05067670074376193,44.0,56.00000000000001,0.0,30.72,0.004406909216195345
174,0,1,0,59,0.5946513208958493,0.0,0.022340717797095958,42.0,57.99999999999999,0.0,31.62,0.004406909216195345
175,0,1,0,40,0.5928673669331617,0.03026076778769493,0.01674005800956174,40.0,60.0,0.0,32.32,0.0046953784860670564
176,1,0,0,55,0.5910887648323622,0.0,0.0011906476602667854,42.0,57.99999999999999,0.0,33.1,0.0046953784860670564
177,0,1,0,15,0.5893154985378651,0.0,0.026728607714176178,42.0,57.99999999999999,0.0,32.84,0.0046953784860670564
178,0,1,0,44,0.5875475520422515,0.0,0.0897134562333425,42.0,57.99999999999999,0.0,32.98,0.0046953784860670564
179,1,0,0,37,0.5857849093861247,0.0,0.03718782795800103,42.0,57.99999999999999,0.0,33.42,0.0046953784860670564
180,0,1,0,35,0.5840275546579663,0.017730338498950005,0.05879581657548746,40.0,60.0,0.0,33.6,0.004437657576054335
181,0,1,0,39,0.5822754719939924,0.0,0.04194961894642223,38.0,62.0,0.0,33.38,0.004437657576054335
182,0,1,0,38,0.5805286455780104,0.0,0.022301497558752697,38.0,62.0,0.0,33.04,0.004437657576054335
183,0,1,0,57,0.5787870596412764,0.0,0.017369189262390138,36.0,64.0,0.0,34.02,0.004437657576054335
184,0,1,0,37,0.5770506984623526,0.0,0.058268064426051244,36.0,64.0,0.0,33.94,0.004437657576054335
185,0,1,0,43,0.5753195463669655,0.05397005379199982,0.048452904240952596,36.0,64.0,0.0,33.92,0.0051680303178727625
186,0,1,0,34,0.5735935877278646,0.0,0.08417727745005063,34.0,66.0,0.0,33.96,0.0051680303178727625
187,1,0,0,15,0.571872806964681,0.0,0.028660931314031284,36.0,64.0,0.0,33.9,0.0051680303178727625
188,0,1,0,61,0.5701571885437869,0.0,0.007652098519934548,36.0,64.0,0.0,34.1,0.0051680303178727625
189,0,1,0,64,0.5684467169781556,0.0,0.01240385407882352,36.0,64.0,0.0,34.66,0.0051680303178727625
190,1,0,0,20,0.5667413768272211,0.009501578286290169,-0.00450493860989809,38.0,62.0,0.0,34.48,0.005220592841506004
191,1,0,0,34,0.5650411526967395,0.0,-0.009866497168938318,38.0,62.0,0.0,34.36,0.005220592841506004
192,0,1,0,11,0.5633460292386493,0.0,0.0318500300248464,38.0,62.0,0.0,34.02,0.005220592841506004
193,1,0,0,22,0.5616559911509333,0.0,0.02279568979373345,40.0,60.0,0.0,34.1,0.005220592841506004
194,1,0,0,24,0.5599710231774805,0.0,-0.004531428590416909,42.0,57.99999999999999,0.0,33.94,0.005220592841506004
195,0,1,0,46,0.5582911101079481,0.027381978929042816,0.037474995922474635,40.0,60.0,0.0,34.4,0.0051114469021558764
196,0,1,0,25,0.5566162367776242,0.0,-0.010301761329174042,38.0,62.0,0.0,33.94,0.0051114469021558764
197,0,1,0,21,0.5549463880672914,0.0,0.007843403611332178,38.0,62.0,0.0,34.02,0.0051114469021558764
198,0,1,0,41,0.5532815489030894,0.0,0.03665448311302397,38.0,62.0,0.0,34.54,0.0051114469021558764
199,0,1,0,24,0.5516217042563801,0.0,0.004516613152292039,38.0,62.0,0.0,34.42,0.0051114469021558764
200,0,1,0,48,0.549966839143611,0.01949002407491207,0.0118813772093166,36.0,64.0,0.0,34.58,0.005295960959047079
201,1,0,0,33,0.5483169386261801,0.0,0.03406191936561039,36.0,64.0,0.0,34.82,0.005295960959047079
202,0,1,0,33,0.5466719878103016,0.0,0.017809926635689206,34.0,66.0,0.0,34.06,0.005295960959047079
203,1,0,0,44,0.5450319718468707,0.0,0.015166535145706601,36.0,64.0,0.0,34.62,0.005295960959047079
204,1,0,0,19,0.5433968759313301,0.0,-0.0036471824754368176,36.0,64.0,0.0,34.28,0.005295960959047079
205,1,0,0,16,0.5417666853035361,0.01873989962041378,-0.009912473460038504,38.0,62.0,0.0,33.98,0.005404854565858841
206,0,1,0,17,0.5401413852476254,0.0,0.009268447224582945,38.0,62.0,0.0,33.82,0.005404854565858841
207,1,0,0,62,0.5385209610918825,0.0,0.022419034813841183,38.0,62.0,0.0,34.8,0.005404854565858841
208,0,1,0,22,0.5369053982086068,0.0,0.017279847392014096,36.0,64.0,0.0,34.66,0.005404854565858841
